location_id,locationUUID,LocationPublicname,LocationInternalname,LocationType,LocationCountryCode,LocationCountrySubdivision,LocationCoordinatesLatitude,LocationCoordinatesLongitude,StoreNumber,LocationLifecycleStatus,LocationStoreFormat,LocationStoreDetailedFormat,LocationTimeZone,LocationAddressUUID,LocationParentStoreUUID
361,0db5ed26-431a-4c0c-b09c-8cfb2e4c8f29,Rugby Superstore - Meat,Rugby Superstore - Meat,Meat,GB,ENG,52.38767,-1.25604,0,Trading,null,null,Europe/London,7dc5ad07-2c6d-45e8-9c6f-12156eab8d5a,6b05b3a4-6e98-4b44-b16d-41bd1eae7d52
365,15d0a1fe-3b48-490c-a9a4-67d4007c4c0c,Ridgway Rd Express,Ridgway Rd Express,Store,GB,ENG,51.20247,-0.79574,5035,Trading,Express,Express Standalone,Europe/London,2b4b5ccb-22cc-4fed-950e-33b2eff5c658,null
369,3c60eeef-177e-4d70-ba22-953de801321a,Potton Express,Potton Express,Store,GB,ENG,52.12821,-0.21293,5195,Trading,Express,Express Standalone,Europe/London,ee4502aa-c534-400c-88aa-53b7584e8ad1,null
373,195713e7-2deb-4819-aa53-b3c7e6e87dd3,Ivybridge Lee Mill Extra - Tech Support,Ivybridge Lee Mill Extra - Tech Support,Tech-Support,GB,ENG,50.38595,-3.96514,0,Trading,null,null,Europe/London,4c2d3d8d-89e9-4d8b-b0c6-07059a36d000,f6be75d0-991f-4d96-b63d-285cb769a268
377,2a84c57b-c010-4ddc-b50d-57a30ca4e253,SM 2212 Movar Hataror,SM 2212 Movar Hataror,Store,HU,null,47.8713112,17.2563496,0,Closed,Szupermarket,null,Europe/Budapest,206386da-dff7-4543-a368-a05993d7e8d5,null
381,f3069343-218a-4a71-8a66-f68df27b807e,Newmarket Extra - Scan as you Shop,Newmarket Extra - Scan as you Shop,Scan-as-you-Shop,GB,ENG,52.26091,0.39634,0,Trading,null,null,Europe/London,8241a600-29d1-4452-bb1f-23a5ce034037,a1f91daf-8d3a-4fd4-9490-e0dbab1261e9
385,575c1b74-cd17-4619-aaa4-671a0102d220,Northwich Superstore - Travel Money,Northwich Superstore - Travel Money,Travel-Money,GB,ENG,53.26251,-2.49432,0,Trading,null,null,Europe/London,2b1e7976-f92b-4340-ab03-4c85bad16778,30348f41-6c3b-41a2-9462-81310d69984a
389,acb86107-edda-44c1-be58-1c8989a05434,Barnstaple Taw View Extra - Clothing Collection,Barnstaple Taw View Extra - Clothing Collection,Clothing-Collection,GB,ENG,51.07309,-4.06088,0,Closed,null,null,Europe/London,49f2884e-a8e4-496e-950d-0ec0a164bec0,f3dd76fa-3162-422f-acdd-cdaf7c591834
393,cac18e58-88c2-4f5a-9a02-0957a638c122,"Fawley Road, Hythe","Fawley Road, Hythe",One-Stop,GB,ENG,50.84908092,-1.395378297,0,Trading,Grocery/Eat Later,null,Europe/London,0c38959c-2754-4ce3-8018-d858129a34cc,null
397,956e4b9c-49e9-4e3b-97a7-4944abab4215,Market Harborough Metro - Clothing Collection,Market Harborough Metro - Clothing Collection,Clothing-Collection,GB,ENG,52.47714,-0.92075,0,Closed,null,null,Europe/London,9c50d318-7bf8-48ec-8404-10ffd3c8d3e5,f61d652b-1a02-420e-a092-bf9f0e8927d4
401,b9a80712-3b99-4fc6-9ec5-2faa0950d721,Buckingham Superstore - Pharmacy,Buckingham Superstore - Pharmacy,Pharmacy,GB,ENG,51.98931,-0.98129,0,Trading,null,null,Europe/London,b611fe08-268c-4d86-b043-65275960f618,85feabb2-bf89-4c23-b6ee-5a70ee687c9f
405,38bf858d-88ad-4608-8d7d-ef8e4b57113a,GLASGOW MARYHILL,GLASGOW MARYHILL,Store,GB,SCT,null,null,2585,Closed,null,Superstore,Europe/London,922470f1-589b-4817-aae0-2625f0be737c,null
409,59f30475-b65e-4c61-a389-871c7d5e929e,Leith Superstore - Cold Deli,Leith Superstore - Cold Deli,Cold-Deli,GB,SCT,55.96975,-3.17035,0,Closed,null,null,Europe/London,2a584a3a-fe22-4dde-b16f-0188d78fe3ea,f1c12d5b-8e6d-4080-b3fc-4eecc32917b6
413,79b4f2ba-3295-4920-bb56-c3b2f1274a5d,Rainham Extra - Cold Deli,Rainham Extra - Cold Deli,Cold-Deli,GB,ENG,51.52,0.19078,0,Closed,null,null,Europe/London,5cd70d7b-31ea-453b-b27d-b4f7306f4c53,464d7b1f-d22a-4054-a57d-164f9ec0d5bb
417,3d615871-4063-448f-87af-480b330f6ea7,Bournemouth Extra,Bournemouth Extra,Store,GB,ENG,50.74555,-1.8166,2164,Trading,Extra,Extra,Europe/London,c3fdda57-b0d9-4fb7-9bdb-237f580fbf29,null
421,e1bb3708-3305-4c18-80ca-f59da35a6719,Carlisle Warwick Rd Superstore - Travel Money,Carlisle Warwick Rd Superstore - Travel Money,Travel-Money,GB,ENG,54.89703,-2.89349,0,Trading,null,null,Europe/London,db4dab50-1c22-4af2-a2ab-0d1978bf6abd,1b33385f-4404-43e4-a483-6b5c2de8bc37
425,a6e6e70a-04e8-4e18-9604-90a8240dd4af,Irlam Extra - Scan as you Shop,Irlam Extra - Scan as you Shop,Scan-as-you-Shop,GB,ENG,53.43782,-2.42269,0,Trading,null,null,Europe/London,a1ec0c64-2d99-49f3-b9d7-999d5e2ffa57,d4023fad-d7f5-4a62-b2fa-ce060fcb8a23
429,8cd247bf-9fad-4631-b9ad-50e0dffaf288,Maynooth Extra,Maynooth Extra,Store,IE,IE,53.380393,-6.583679,5790,Trading,Extra,Extra,Europe/Dublin,8c91bf0e-1aa1-4e1c-979a-6e2ae8c06dde,null
433,2a927dc5-d871-43a5-a111-bd3ab4b7edf7,HERBETON EXPRESS,HERBETON EXPRESS,Store,IE,IE,null,null,6288,Development,null,Express Standalone,Europe/Dublin,a44a2b1a-d03f-40e3-9a78-0fa08d61b158,null
437,4d9e790b-5ab8-4fcf-9763-8f7f1970335f,Middlesbrough Coulby Newham Extra - Scan as you Shop,Middlesbrough Coulby Newham Extra - Scan as you Shop,Scan-as-you-Shop,GB,ENG,54.52519,-1.21538,0,Trading,null,null,Europe/London,f43ac974-5667-468b-8598-2584190fca56,8b667c7d-c1d3-4d7a-85ca-b83437ba393e
441,58765645-8e5b-4d00-8511-a80b50c10454,North Shields Extra - Hand Car Wash,North Shields Extra - Hand Car Wash,Hand-Car-Wash,GB,ENG,55.01104,-1.48513,0,Trading,null,null,Europe/London,2eb7035e-bfd2-43f7-bd76-5a6d5d3d8db5,e7eb814e-55ac-4ede-ab33-751057af0e48
445,ddf77503-2f6e-4a92-b2c7-236ecde15998,Sheldon Superstore - Elderly And Vulnerable Priority Time,Sheldon Superstore - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,52.45334,-1.7903,0,Closed,null,null,Europe/London,f7e05e0e-c2f7-47d4-be35-4160af2ee5a9,14c61e0d-640f-4d6f-b19f-18575a43f04d
449,d863592a-2d27-48d4-847a-631c782c0011,Hermiston Gait Superstore - Travel Money Click and Collect,Hermiston Gait Superstore - Travel Money Click and Collect,Travel-Money-Click-and-Collect,GB,SCT,55.92469,-3.30549,0,Trading,null,null,Europe/London,15c7f609-6309-441f-ab04-fd49921044fe,81f0f336-e480-4727-aa63-cefbecbca9df
453,848db06c-9224-4e62-93e2-d924b34b0266,Lisburn Bentrim Rd Superstore - Hot Deli,Lisburn Bentrim Rd Superstore - Hot Deli,Hot-Deli,GB,NIR,54.51474,-6.05783,0,Trading,null,null,Europe/London,8870c8e0-d167-4c2d-a52b-939ddba6d710,c5a79359-febf-4d2f-915b-e585c3e0505f
457,a4e4418e-c7de-4ec5-bc90-6c9789c6b357,Heanor Superstore - Petrol Filling Station,Heanor Superstore - Petrol Filling Station,Petrol-Filling-Station,GB,ENG,53.0147,-1.35996,3750,Trading,null,Petrol Station,Europe/London,06e71f96-6603-4dc4-8fa2-aa53853518f3,68511460-3b79-4554-9e58-77f3ed1f9418
461,e0b28a13-3350-43a6-b3b4-7aaf7511ec46,Wishaw Coltnes Rd Express,Wishaw Coltnes Rd Express,Store,GB,SCT,55.79012,-3.91296,6203,Trading,Express,Express Standalone,Europe/London,0ac8bb44-9009-49f9-8ebf-e892e9741a18,null
465,6e66703b-176e-4616-9783-0da32fccc6d9,Harlow E Rd Superstore - NHS Workers Priority Time,Harlow E Rd Superstore - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,ENG,51.78556,0.12513,0,Closed,null,null,Europe/London,8d3d1073-3eff-44f8-8a66-9cd203a4660b,6ee870b3-97c7-4b93-b414-b02a31d81472
469,6f021fd7-48fb-4657-8b06-8318630046d0,SCARBOROUGH 1,SCARBOROUGH 1,Store,GB,ENG,null,null,3155,Closed,null,null,Europe/London,5bcc41d8-78c1-4b78-a3e0-ec2d82c88925,null
473,5035f2a6-9737-4aa5-a6af-0a77090ee049,Rossendale Haslingden Superstore - Pharmacy,Rossendale Haslingden Superstore - Pharmacy,Pharmacy,GB,ENG,53.69396,-2.31652,0,Trading,null,null,Europe/London,eb20f376-28a1-4459-b58b-ccc420cba12f,349d5a68-c1db-4c9e-923f-bd5ecef297dc
477,47270c41-a918-443b-a453-3c964fb99ee6,CRAWLEY HAZELWICK,CRAWLEY HAZELWICK,Click-And-Collect,GB,ENG,51.123603,-0.163344,0,Trading,Pod,null,Europe/London,2f1d67ff-85d1-4cb5-b7ba-7912ce7acd7f,8d5e4be1-62c1-42e5-b433-3c1dde41f3e4
481,db2d7e67-ee05-4626-84f8-7392055875ec,DEPOT WELHAM,DEPOT WELHAM,Distribution-Centre,GB,ENG,null,null,4946,Trading,null,Other,Europe/London,066010a7-d422-4833-a0db-5c50f7786e40,null
485,cdf78e4f-8715-4922-8da0-c679e02ca05a,Ilkley Superstore - NHS Workers Priority Time,Ilkley Superstore - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,ENG,53.92425,-1.81653,0,Closed,null,null,Europe/London,233dd4f4-d3c3-48da-b871-a35ce331a9fa,83b3b1a2-027e-4f72-ab0f-5ef6e7d614b1
489,7cd36fae-994e-44f9-9aa2-fa2027a4a60e,Peterborough Metro - Clothing Collection,Peterborough Metro - Clothing Collection,Clothing-Collection,GB,ENG,52.57489,-0.24106,0,Closed,null,null,Europe/London,a1edcf66-d21b-44f1-aee3-8a3674d214a5,f5d9eac2-2272-44f3-82d1-312b9a034eed
493,9eef6543-4619-4e1c-b092-ce0442add832,WINTON,WINTON,Store,GB,ENG,null,null,3408,Closed,null,null,Europe/London,d31c1ba7-3085-4783-be7d-e6b2844b3dc7,null
497,2dce29a3-a6af-4ee7-8c5c-b77ef383246d,Holland On Sea Express,Holland On Sea Express,Store,GB,ENG,51.80406,1.18419,5944,Trading,Express,Express Standalone,Europe/London,534cac55-e74d-4ff6-aa2f-f1c7685cc138,null
501,8d68e535-407a-4fab-ba6e-f36a76149a49,Barnsley Extra - Clothing Range,Barnsley Extra - Clothing Range,Clothing-Range,GB,ENG,53.54079,-1.43602,0,Trading,null,null,Europe/London,982b62fd-8a79-42ab-a01d-6a2c7be8fb7a,a084bcc9-c444-4dd7-bd1d-9293401611be
505,85d8f3fb-8793-4a70-932b-7913f1eba6c9,Dunstable High St Esso Express,Dunstable High St Esso Express,Store,GB,ENG,51.89225,-0.52923,5286,Trading,Express,Esso Express,Europe/London,19d9191d-3a62-47bd-9c79-6fb7395c1a27,null
509,4b3f4116-f3c9-4c7b-88b6-095d6ef9d642,New Exp Lichfield,New Exp Lichfield,Store,GB,ENG,null,null,4671,Development,null,Express Standalone,Europe/London,null,null
513,bc60adab-6ae3-4512-8ed8-77d8ef557d1c,Burgess Hill Superstore - Fish,Burgess Hill Superstore - Fish,Fish,GB,ENG,50.95056,-0.14897,0,Trading,null,null,Europe/London,78c2966c-47f2-4890-9f75-48e2f65c6639,2e9fd589-f493-4c86-85e4-575b1dcb4e1b
517,b6af287b-1e69-4fea-aa56-139debf9129f,Beckenham Elmers End Superstore - Petrol Filling Station,Beckenham Elmers End Superstore - Petrol Filling Station,Petrol-Filling-Station,GB,ENG,51.39666,-0.05018,3735,Trading,null,Petrol Station,Europe/London,f4a81244-e934-42cb-b12d-7d6d7af220b0,f495e489-ced9-4f7b-b451-5dbf1f4675da
521,f4878b24-c4a6-4e85-a4c4-cb3f8c461811,DINGWALL,DINGWALL,Store,GB,SCT,null,null,2408,Closed,null,null,Europe/London,d877429d-817b-4bef-85e5-2bb72c561983,null
525,7b1dc581-242a-4799-9a8b-a4755acab75e,Reading W Extra - Elderly And Vulnerable Priority Time,Reading W Extra - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,51.45852,-0.99878,0,Closed,null,null,Europe/London,3d65ecc6-1525-432e-997e-bbea8fbe47e5,6eaa913c-ca23-4de0-916a-3c42d137b368
529,2aae3924-3500-45c3-80eb-024a439a8b8a,Kings Lynn Extra - The Nail Shack,Kings Lynn Extra - The Nail Shack,The-Nail-Shack,GB,ENG,52.73828,0.41012,0,Closed,null,null,Europe/London,f7b7c199-ff26-41ac-ba73-21863835f95f,9b14dc73-ed6c-47f0-a27b-9ae88f314ed7
533,f4aa13db-9473-438b-bccd-b0bafadc7ffe,Irvine Riverway Extra - Tesco Mobile Shop,Irvine Riverway Extra - Tesco Mobile Shop,Tesco-Mobile-Shop,GB,SCT,55.60687,-4.6721,0,Trading,null,null,Europe/London,0163b4be-3c78-4cf5-b41f-c4e1c3b0826b,7e313446-f601-4d79-b1ce-1129a91df1a0
537,ccdca596-6e5a-48d2-9fa2-7913440cfec1,Cannock Superstore - NHS Workers Priority Time,Cannock Superstore - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,ENG,52.69242,-1.99887,0,Closed,null,null,Europe/London,06f5a250-7358-48f6-92e2-2b2a39263c27,ae52198e-1083-43ee-bc79-860829e44f6c
541,87f2eff4-9f0d-48b0-9ede-3ded5205c066,Lea Valley Extra - Travel Money,Lea Valley Extra - Travel Money,Travel-Money,GB,ENG,51.60997,-0.04831,0,Trading,null,null,Europe/London,d1a347bd-8b3b-4049-a6d3-f292790fa365,2202e8da-d6a1-4ae8-92b0-98ff97b2d414
545,5bd79c4c-6ed9-4e7d-a031-a48c11fce053,Piccadilly Express,Piccadilly Express,Store,GB,ENG,53.48044,-2.23469,5322,Trading,Express,Express Standalone,Europe/London,698b47e6-d37a-4a04-ad4b-c4570277b858,null
549,e3ef7698-ebae-4188-92c7-6418ae0b668d,Lockerbie Superstore - Elderly And Vulnerable Priority Time,Lockerbie Superstore - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,SCT,55.11993,-3.35357,0,Closed,null,null,Europe/London,a97c3724-8d59-4fab-a58d-e932f5bcdaae,f4c0e829-b77d-4413-b0ef-061ee7158ac4
553,a1761f79-98ff-4508-88f8-11edaee3cdfb,Port Talbot Superstore - NHS Workers Priority Time,Port Talbot Superstore - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,WLS,51.59648,-3.78296,0,Closed,null,null,Europe/London,01ff567c-81ce-4630-a293-b6d798d1ea7d,087c06f2-ddc1-4802-8784-44102fa3248d
557,7aea2be9-626f-45a9-ac76-12cb47656a24,NOTTINGHAM 2,NOTTINGHAM 2,Store,GB,ENG,null,null,2953,Closed,null,null,Europe/London,e4293653-1045-4338-9e0f-5f1b09ea192b,null
561,7acf7876-5445-4974-92ae-10f97e826141,Dundee Extra - Hot Deli,Dundee Extra - Hot Deli,Hot-Deli,GB,SCT,56.48277,-2.99264,0,Trading,null,null,Europe/London,afb9e52c-20b3-4dae-b46d-99e08421d21f,8def33b5-e419-4df6-9c14-888658eec580
565,9cce4cb0-6bcd-4e73-afbd-dc734e0a3ed9,Wembley Central Metro,Wembley Central Metro,Store,GB,ENG,51.55203,-0.29537,6998,Trading,Metro,Metro Badged,Europe/London,a4db36ac-876d-4616-bf27-fa6385aff4dd,null
569,91266728-bf6f-4e42-ba5b-4514fbfcc3bf,Romford Extra - Clothing Range,Romford Extra - Clothing Range,Clothing-Range,GB,ENG,51.56573,0.19188,0,Trading,null,null,Europe/London,0e4bcadd-0b3b-4a22-8bb3-0b96cc629992,ec38542d-a9a7-4da3-a119-de38fce1956b
573,9b101bab-8fe5-4120-b0bf-fa28f2a0dfb7,Kingston Thames Express,Kingston Thames Express,Store,GB,ENG,51.41247,-0.30035,6156,Trading,Express,Express Standalone,Europe/London,98ee1640-6099-401f-81d3-b03c08e34955,null
577,3a4fc066-1b7c-4d73-a934-271d5a63212d,Dunfermline Dalgety Bay Metro - Elderly And Vulnerable Priority Time,Dunfermline Dalgety Bay Metro - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,SCT,56.03685,-3.35701,0,Closed,null,null,Europe/London,318cd476-6880-4ccf-98bf-e4f3be966b4d,c977f55c-2d37-4286-8a02-db210e6e6bb2
581,c220f6bc-f678-4b37-98b5-fbece756c19f,Falkirk Superstore - NHS Workers Priority Time,Falkirk Superstore - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,SCT,56.00567,-3.82191,0,Closed,null,null,Europe/London,0d88167c-02ee-4ecb-a3b6-ffda9990b5bb,29235214-a553-4be1-9f43-4a52cd38630d
585,ef9897fa-3217-4b94-8b02-6845301bd1f3,Sheerness Superstore - Clothing Collection,Sheerness Superstore - Clothing Collection,Clothing-Collection,GB,ENG,51.44262,0.75955,0,Closed,null,null,Europe/London,013fa4b8-bce2-4128-adfc-9c9837bd3a80,de4ef9d0-b6b7-445b-991a-571b26c199c3
589,68d15797-966c-439f-8e20-73b5cbcb2513,Coleraine Superstore - Clothing Range,Coleraine Superstore - Clothing Range,Clothing-Range,GB,NIR,55.12831,-6.67158,0,Trading,null,null,Europe/London,a449f494-4a5d-4ee8-ba4f-e4c0eae09a2b,e5b38ef7-6ed8-4fde-b9da-4caf49884ea5
593,2300f3f7-b170-40a5-8c76-3215d9849e15,"Market Street, Kingswinford","Market Street, Kingswinford",One-Stop,GB,ENG,52.49627587,-2.167564,0,Trading,Grocery/Eat Later,null,Europe/London,dafb094c-03d0-4f08-9c5b-3eedd0851f0a,null
597,bc67052b-dd54-4eb3-89f2-b8b00eb144a4,New Malden Extra - Grocery Collection,New Malden Extra - Grocery Collection,Grocery-Collection,GB,ENG,51.40227,-0.23997,0,Trading,null,null,Europe/London,c6abd6e6-49c1-4ee3-831f-d614a7fc26ef,21c13f1e-7e89-4d90-8a79-ebf3e9390039
601,838cafa5-9e6e-414f-8355-c08c0b9bd0e0,"Station Road, Barlaston","Station Road, Barlaston",One-Stop,GB,ENG,52.94219196,-2.170400081,0,Trading,Grocery/Eat Later,null,Europe/London,0c900ed6-4cb1-413a-9d92-6463915844cf,null
605,88304fd8-2b04-4008-9615-8cddbfd3d6c7,Bradford Peel Centre Superstore,Bradford Peel Centre Superstore,Store,GB,ENG,53.80412,-1.75431,2168,Trading,Superstore,Superstore,Europe/London,86bcd993-bb80-4c95-904e-5e79d47aabd8,null
609,289003b0-718c-4780-80cd-e6c6d0e4fd02,Hemsworth Superstore - Tesco Mobile Shop,Hemsworth Superstore - Tesco Mobile Shop,Tesco-Mobile-Shop,GB,ENG,53.61297,-1.35192,0,Trading,null,null,Europe/London,f20e69ca-2092-4d18-9b48-8b2904121dc4,df504503-e0e8-46b0-86f7-999884544162
613,d7289b91-6633-40ba-a899-f95ba6801e6f,Eastbourne Extra - Tesco Mobile Shop,Eastbourne Extra - Tesco Mobile Shop,Tesco-Mobile-Shop,GB,ENG,50.78593,0.30355,0,Trading,null,null,Europe/London,b62aa986-5f80-4d38-be74-c378b9e585ed,2519903c-9b1d-4cca-822e-dca86da3447f
617,08cc78f5-03d5-40fe-84d1-2ad8c40bf3cf,Coleraine Superstore - NHS Workers Priority Time,Coleraine Superstore - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,NIR,55.12831,-6.67158,0,Closed,null,null,Europe/London,a449f494-4a5d-4ee8-ba4f-e4c0eae09a2b,e5b38ef7-6ed8-4fde-b9da-4caf49884ea5
621,5659ea4a-d0d5-45e7-b0e0-24722747735a,EDENMORE EXPRESS,EDENMORE EXPRESS,Store,IE,IE,null,null,6522,Development,null,Express Standalone,Europe/Dublin,11274600-b3a7-4235-9c8e-7445e92fcf83,null
625,25687ae2-e5fd-4951-803a-8c7d05e69435,Dudley Rd Express,Dudley Rd Express,Store,GB,ENG,52.45953,-2.04955,2608,Trading,Express,Express Standalone,Europe/London,5530fb7f-f685-448e-975a-f773a7835e56,null
629,53acd606-c6c6-4fc2-b49d-de30fea65e05,Opava Ratiborska,Opava Ratiborska,Store,CZ,null,49.9494781,17.9272194,0,Closed,Supermarket,null,Europe/Prague,1319eb3d-cd91-48e9-bf52-8e227117d09f,null
633,4195cd89-5c3d-4ece-94f3-aab69c6f7fe0,Holywell Superstore,Holywell Superstore,Store,GB,WLS,53.27488,-3.22181,5304,Trading,Superstore,Superstore,Europe/London,b3c5ebda-51e0-4930-bd65-6e843aeae0b8,null
637,7191e276-feea-45e2-929c-15ffd541688a,WINWICK ROAD EXPRESS,WINWICK ROAD EXPRESS,Store,GB,ENG,null,null,3342,Closed,null,null,Europe/London,02731013-6ef3-4862-9337-7720d141806c,null
641,acc03992-d405-494f-a360-be353775b06b,Oxford Superstore - Scan as you Shop,Oxford Superstore - Scan as you Shop,Scan-as-you-Shop,GB,ENG,51.72664,-1.20289,0,Trading,null,null,Europe/London,ba62986b-6886-43e8-9df7-30d954febc18,d5304e00-ee6a-4415-93f4-684d5f913b3a
645,79ffba09-ea48-48f6-bb2a-d415c9ec882f,SM Poprad Forum,SM Poprad Forum,Store,SK,null,49.05363,20.297317,0,Trading,Supermarket,null,Europe/Bratislava,01f6de63-28e3-4c0c-907c-bf6e506f1206,null
649,f45902cf-d912-4d5d-a627-9932594baa3d,CROYDON DOTCOM AREA 2,CROYDON DOTCOM AREA 2,Unknown,GB,ENG,51.37774257,-0.112614953,6913,Trading,null,Dotcom,Europe/London,9ad94dc0-cd8f-499e-bf18-c7163d9de8bc,null
653,1f38560e-c368-41ac-ab8d-573930bf1177,ST AUSTELL,ST AUSTELL,Store,GB,ENG,null,null,3139,Closed,null,null,Europe/London,bcf18636-9b7a-4a09-84c0-01e822d809bc,null
657,4eefcec3-5248-4b49-b96e-16fd43ee47d6,Campbeltown Metro,Campbeltown Metro,Store,GB,SCT,55.42852,-5.60777,2235,Trading,Metro,Superstore,Europe/London,6c27981d-158c-43c4-b2cb-31ed811f2a98,null
661,d7be9181-3a9b-4233-9836-ad8980464b2b,Salford Extra - Hot Deli,Salford Extra - Hot Deli,Hot-Deli,GB,ENG,53.48979,-2.29033,0,Trading,null,null,Europe/London,3d9708db-c0d0-4c9f-b31f-7bf7a0690c53,ed98fef5-9f71-452f-adce-8fbdf556c197
665,fa1c5a25-b42c-43cb-985f-3c6195776bb7,Hesketh Esso Express,Hesketh Esso Express,Store,GB,ENG,53.65296,-2.99805,5451,Trading,Express,Esso Express,Europe/London,e4993a1f-d1b6-4020-9627-c7a330a0e4ad,null
669,bca6c56d-ca37-4505-83fa-0d2eb901710b,Hemel Hempstead Extra - Grocery Collection,Hemel Hempstead Extra - Grocery Collection,Grocery-Collection,GB,ENG,51.74835,-0.45777,0,Trading,null,null,Europe/London,8ecbf2d5-2371-4ad0-a9dc-003451194187,23ea84ab-c095-4883-b4b4-cb3168861d66
673,1357ec15-10c5-44e4-a2b6-8b2a1102b945,One Stop Eaglescliffe,One Stop Eaglescliffe,One-Stop,GB,ENG,54.529532,-1.348792,0,Trading,On the Move,null,Europe/London,6a284259-9abd-455e-9515-16441e28c741,null
677,cf093ace-a261-4f67-8d20-0e80516dfccc,Brixton Hill Express,Brixton Hill Express,Store,GB,ENG,51.4522,-0.12176,6791,Trading,Express,Express Standalone,Europe/London,17ac0056-2991-41db-bb01-b0ac5542758f,null
681,a48f517f-edd7-41bc-9b63-bb0da8851c19,Bailieborough Superstore,Bailieborough Superstore,Store,IE,IE,53.918049,-6.968872,5797,Trading,Superstore,Superstore,Europe/Dublin,9ac00fc7-1646-4151-9210-7d0b7cf019c0,null
685,b4fbde50-84b8-4908-b6fc-8995550a42bf,Bedworth Extra - Tech Support,Bedworth Extra - Tech Support,Tech-Support,GB,ENG,52.48116,-1.47438,0,Trading,null,null,Europe/London,51481418-3ed0-4185-8e49-709c42cdcfa7,542ce0da-2e65-4cf6-9445-c3ee868bc575
689,5bd5f820-6064-47e3-b95d-025b867bd1db,Braintree Great Notley Superstore - NHS Workers Priority Time,Braintree Great Notley Superstore - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,ENG,51.8575,0.52246,0,Closed,null,null,Europe/London,cc769d5a-8f5f-44cc-878c-87f143a903ae,8b99983c-7e80-409f-93bb-344c9dee524a
693,766fa86f-8358-47b9-b3e0-6ae155831c28,Worksop Gateford Rd Superstore - Petrol Filling Station,Worksop Gateford Rd Superstore - Petrol Filling Station,Petrol-Filling-Station,GB,ENG,53.3151,-1.13232,3860,Trading,null,Petrol Station,Europe/London,63794754-4ad2-485a-894a-541a378a9ded,9c720ee4-b43b-4628-8d70-e3963ba24731
697,f34dcdf3-b90f-4261-897c-cf66072d0070,Birkenhead Bidston Moss Extra,Birkenhead Bidston Moss Extra,Store,GB,ENG,53.40799,-3.07026,2098,Trading,Extra,Extra,Europe/London,994b3b90-6e42-445a-b7b6-5d1dfd23b7ba,null
701,dbcfc974-c41d-4edd-83b9-cd1cb72d16fb,Padstow Superstore - Elderly And Vulnerable Priority Time,Padstow Superstore - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,50.53513,-4.94604,0,Closed,null,null,Europe/London,0d9cb42c-9e75-4722-8f38-54043ffe8b32,cc519cd9-0c4d-4948-857d-62791ba2fb29
705,e9718641-28e2-4fb6-96fc-cb74e3628199,Glasgow Maryhill Extra - Tesco Mobile Shop,Glasgow Maryhill Extra - Tesco Mobile Shop,Tesco-Mobile-Shop,GB,SCT,55.88713,-4.28629,0,Trading,null,null,Europe/London,bc608c8f-c205-408a-98cf-68da8ce5cc52,9d997d26-70bd-4a96-9567-fbc924cce603
709,d5fdf1d8-8ea2-4940-a857-ab2b8eedb77d,Dereham Extra - Scan as you Shop,Dereham Extra - Scan as you Shop,Scan-as-you-Shop,GB,ENG,52.67259,0.95579,0,Trading,null,null,Europe/London,0b393b14-1f99-48c4-bf21-3626ca0ce01e,f1b5986b-dd75-41ed-9787-b5329e82fc23
713,f0ddeb69-5a5b-438c-a509-b7b2d0fc3c67,Bristol Hatchet Rd,Bristol Hatchet Rd,Store,GB,ENG,51.51751,-2.54669,4618,Trading,Express,Express Standalone,Europe/London,b95bbe05-c155-4a07-a769-5162b2b78684,null
717,c146f029-4eb4-4201-a248-ecddce2253f9,Yate Extra - Travel Money,Yate Extra - Travel Money,Travel-Money,GB,ENG,51.53958,-2.41176,0,Trading,null,null,Europe/London,5ba5ded9-feb0-4918-8c25-266096498546,710da469-21c3-41bb-b124-e615839e1c61
721,d0bb1e71-b085-4386-8883-dfc0fd185987,Borehamwood Extra - Tesco Mobile Shop,Borehamwood Extra - Tesco Mobile Shop,Tesco-Mobile-Shop,GB,ENG,51.65575,-0.26906,0,Trading,null,null,Europe/London,0354c7c0-2e28-4d73-8b14-cd7d4e1b879e,08b30974-ebf2-476e-8d36-6f9982eb02aa
